"gender","age","major","attendance_pct","study_hours_per_day","previous_gpa","sleep_hours","social_hours_week","final_cgpa"
"Female",22,"Engineering",84.7,2,2.9,7.7,9,3.01
"Male",19,"Business",80,3.7,2.82,5.6,8,3.07
"Female",18,"Psychology",93.5,7.1,3.45,8.6,12,3.77
"Male",18,"Mathematics",89.1,3.6,2.76,7.9,10,3.09
"Female",18,"Economics",100,2.5,3.24,9.1,7,3.28
"Female",21,"Computer Science",100,3.6,3.12,7.1,8,3.55
"Male",21,"Economics",89.6,4.4,2.9,8.6,6,3.23
"Male",19,"Psychology",89.4,2.9,3.09,4,7,3.1
"Female",18,"Engineering",88.2,3.8,3.98,6.3,7,4
"Female",23,"Economics",92.3,14,3.4,5.6,6,4
"Male",18,"Business",85.8,1.5,3.65,8.1,4,3.69
"Female",22,"Engineering",85,0.8,2.64,5.9,3,2.65
"Female",22,"Psychology",100,4.2,3.65,8.5,5,3.91
"Female",19,"Economics",100,5.1,3.42,8.2,7,3.77
"Male",23,"Computer Science",62.4,3.6,2.35,6.1,15,2.3
"Female",18,"Economics",85.2,2.1,3.37,7.4,9,3.74
"Female",24,"Economics",74.7,8.9,2.84,6.7,8,2.97
"Male",23,"Mathematics",80.3,4.1,2.33,7.2,6,2.64
"Male",19,"Economics",91,4.4,3.16,8.1,10,3.45
"Female",22,"Psychology",95,6.4,3.37,6.5,10,3.96
"Male",24,"Computer Science",83.3,3.6,3.18,4.5,8,3.56
"Female",22,"Psychology",56.3,3.4,3.05,7.9,6,2.67
"Male",21,"Business",70.5,8.9,2.93,8.6,5,3.02
"Male",19,"Engineering",98.4,1.2,4,4.5,12,4
"Female",19,"Economics",43.9,4.9,2.51,6.9,6,2.28
"Male",18,"Mathematics",100,4.6,3.54,5.6,9,3.96
"Male",18,"Computer Science",92.8,3.1,3.11,8.7,4,3.12
"Male",21,"Mathematics",100,3.6,2.67,8.8,10,2.97
"Female",24,"Mathematics",82,8.5,3.08,5.8,6,3.44
"Male",20,"Mathematics",54.1,2.3,2.4,5,7,2.12
"Male",23,"Economics",91.5,6.2,2.8,7.4,9,3.19
"Female",20,"Computer Science",100,4,3.08,5.3,1,3.35
"Male",20,"Computer Science",98.9,5.8,2.32,8.3,4,2.59
"Female",19,"Mathematics",75.1,5.1,3.35,6.8,10,3.43
"Male",23,"Engineering",86.3,0.8,2.62,9.4,9,2.72
"Female",19,"Economics",77,2.3,2.37,9.5,14,2.33
"Male",23,"Economics",72.7,2.5,2.56,9.3,7,2.28
"Female",22,"Psychology",99.3,2.1,4,7.6,15,4
"Male",19,"Economics",67,2.8,2.11,5.6,4,2.06
"Male",19,"Mathematics",71.6,4.4,3.32,4.8,10,3.33
"Male",19,"Business",68.4,6.8,2.72,7.9,11,3.02
"Male",24,"Mathematics",62.6,1.7,2.92,8,12,3.01
"Male",21,"Computer Science",87.2,4.1,3.4,7.4,16,3.29
"Male",19,"Economics",100,4.8,3.38,5,6,3.76
"Female",18,"Economics",82.2,7.5,2.76,5.8,9,3.1
"Male",18,"Psychology",62.4,9.5,2.42,7.1,8,2.74
"Male",23,"Business",97.6,3.5,3.41,6.1,15,3.79
"Female",22,"Economics",100,2.1,3.38,5.8,6,3.4
"Female",21,"Psychology",75.3,4.9,2.96,5.6,10,2.89
"Male",24,"Psychology",77.8,2.2,3.32,6.8,5,3.47
"Male",23,"Business",92.7,4.7,2.88,6.7,8,3.12
"Male",18,"Mathematics",100,2.5,2.69,5.8,8,2.7
"Female",21,"Mathematics",77.2,5.4,3.1,7,12,3.35
"Female",21,"Mathematics",65,2.6,3.36,7.4,15,3.31
"Male",22,"Engineering",94.5,9,3.25,7.5,5,3.92
"Female",21,"Mathematics",97,4,3.35,5.6,6,3.52
"Female",19,"Business",85.1,1.3,2.72,6.5,8,2.81
"Female",21,"Engineering",76.6,6.9,3.89,7,6,3.97
"Female",22,"Mathematics",99.9,3.6,2.93,7.2,6,3.14
"Male",23,"Engineering",92.9,5.6,3.04,5,6,3.27
"Male",22,"Business",73.5,6.9,2.44,6.5,15,2.52
"Male",24,"Mathematics",85.7,4.2,3,7.9,5,3.49
"Male",22,"Computer Science",64.7,1.6,3.37,6.1,1,3.31
"Male",18,"Economics",95.3,4.4,3.48,7.5,10,3.77
"Female",19,"Business",81.1,8.3,3.88,7,7,4
"Male",18,"Psychology",78.5,3.8,3.36,6.3,7,3.58
"Male",23,"Psychology",84.5,5.1,3.24,8.9,8,3.42
"Male",20,"Business",85.6,2.3,2.88,6.5,9,3.3
"Female",23,"Psychology",98.4,1.4,2.77,6.7,7,3.08
"Male",19,"Business",93.9,3.6,3.59,6.3,12,3.97
"Male",21,"Computer Science",82.7,4.1,3.58,9.2,11,3.88
"Male",22,"Business",96.5,7.4,2.56,9.1,8,2.95
"Male",20,"Mathematics",91,4.2,3.46,8.7,7,3.7
"Female",19,"Mathematics",78.6,7.1,3.43,8.3,7,3.65
"Female",18,"Engineering",83.1,3,2.54,5.7,8,2.86
"Male",22,"Psychology",82.8,1.5,3.37,6.3,9,3.62
"Female",23,"Economics",92.6,5.3,2.58,5.8,12,3
"Female",18,"Psychology",79.5,8.8,1.89,8.5,5,2.2
"Female",19,"Business",79.1,2.8,3.02,10,7,2.84
"Male",19,"Economics",100,5.7,3.23,8,6,3.71
"Male",23,"Economics",99.1,5.9,3.04,9.5,6,3.36
"Male",20,"Psychology",73.6,1.4,4,7.7,2,3.76
"Female",23,"Economics",93.6,3.5,3.29,7.5,6,3.67
"Male",21,"Economics",86.8,6,3.17,6.1,7,3.65
"Male",18,"Mathematics",90.9,4.9,3.31,7.9,4,3.55
"Male",20,"Computer Science",87.1,6,2.88,8.4,2,3.06
"Female",22,"Business",100,5.5,3.56,8.6,4,3.78
"Male",24,"Psychology",90.2,3.8,3.28,7.2,5,3.75
"Female",21,"Mathematics",84.1,4.1,3.26,7.3,2,3.44
"Female",20,"Engineering",100,7.3,2.79,6.9,9,3.29
"Male",24,"Economics",88.5,4.4,2.32,6.2,10,2.56
"Female",24,"Economics",86.8,2.5,2.85,8.3,6,2.93
"Male",18,"Psychology",89.7,3.6,3.24,4.2,9,3.58
"Female",19,"Computer Science",83.6,5.1,2.88,4.5,10,3.33
"Male",22,"Computer Science",85.1,7,3.25,6.2,7,3.78
"Female",23,"Psychology",76.2,1.4,2.98,5.1,7,2.95
"Female",18,"Psychology",73.7,3.4,3.32,8.6,8,3.38
"Female",21,"Mathematics",70,6.7,2.61,6.3,5,2.68
"Female",24,"Psychology",64.1,2.3,3.2,8.3,6,3.12
"Male",21,"Engineering",71.8,2.3,2.78,9,5,2.76
"Female",24,"Mathematics",82.4,4,2.33,7.1,7,2.7
"Female",19,"Economics",86.5,1.3,3.02,7.5,10,3.36
"Female",19,"Economics",80.9,10.2,3.87,8.8,6,4
"Male",22,"Economics",49.7,5.1,2.37,8.5,7,1.99
"Female",23,"Economics",100,5.7,3.16,4,8,3.57
"Female",22,"Business",100,7.6,3.5,6.4,7,4
"Female",19,"Engineering",91.7,13.4,4,7.8,5,4
"Male",19,"Mathematics",100,3.8,2.85,7.3,8,3.03
"Female",21,"Mathematics",70.3,1.4,2.78,5.5,8,2.45
"Male",19,"Economics",100,4.8,2.52,4.4,9,2.94
"Female",20,"Computer Science",70.5,2.4,3.67,7.9,6,3.61
"Male",24,"Mathematics",88.6,1.8,2.67,5.7,2,2.7
"Female",18,"Engineering",65.9,2.9,2.91,6.8,8,2.74
"Female",19,"Psychology",85.2,3.8,2.18,7.2,3,2.43
"Male",22,"Engineering",90.8,7.7,3.54,6.8,8,3.99
"Female",23,"Economics",82.7,10.3,3.68,5.6,7,4
"Male",24,"Economics",95.7,2,3.52,6.9,7,3.9
"Female",24,"Business",86.5,3.1,2.3,6.2,12,2.44
"Female",23,"Mathematics",77.2,5.6,3.4,9.5,5,3.53
"Female",23,"Mathematics",76.5,6,2.26,7.3,5,2.44
"Female",24,"Mathematics",97.2,2.2,3.13,10,6,3.18
"Female",20,"Economics",75.2,6.7,3.2,5,17,3.08
"Male",22,"Mathematics",98.7,2.5,3.26,6.5,9,3.35
"Male",20,"Computer Science",100,2.1,3.37,6.5,6,3.72
"Female",19,"Computer Science",60,5.5,3.1,5.8,8,3.28
"Female",18,"Psychology",100,7.8,2.12,6.5,11,2.81
"Female",23,"Mathematics",100,4.8,3.37,6.3,4,3.87
"Female",22,"Business",88.8,4.3,3.15,5.5,7,3.59
"Male",23,"Psychology",94,3.8,2.65,9.7,10,2.97
"Female",20,"Economics",100,4.2,2.32,6.9,12,2.75
"Male",21,"Mathematics",80.9,3.5,3.87,8.4,7,3.91
"Male",19,"Computer Science",87.7,5.5,3.72,8.5,6,3.91
"Male",18,"Business",65.3,4.2,3.45,9.1,10,3.52
"Male",19,"Psychology",87.1,12.9,2.76,5.5,4,3.65
"Male",21,"Business",92.5,4.9,1.84,8.9,7,2.22
"Male",18,"Mathematics",92.7,3.5,3.48,6.9,10,3.84
"Female",21,"Engineering",100,2,3.28,10,5,3.3
"Male",19,"Business",73.4,2.2,2.91,7.8,10,3.05
"Male",20,"Business",77,5,3.66,5.3,4,3.72
"Male",24,"Economics",100,2.8,3.52,8.9,7,3.71
"Male",19,"Computer Science",82.7,4.5,3.19,8.7,10,3.61
"Male",19,"Mathematics",88,8,3.12,5.1,12,3.75
"Male",19,"Business",84,1.8,3.13,8.1,13,3.22
"Female",22,"Mathematics",72.7,3.6,3.44,9.4,6,3.38
"Female",21,"Computer Science",100,0.6,2.67,7.7,8,2.7
"Female",21,"Economics",77.1,1.4,3.31,5.5,8,3.31
"Male",23,"Mathematics",68.1,4.6,2.64,8.5,11,2.47
"Male",21,"Computer Science",78.2,1.5,3.77,8,9,3.87
"Female",23,"Computer Science",55,1.7,3.37,6.7,13,2.88
"Male",22,"Psychology",75.2,9.7,2.76,6.3,9,3.26
"Male",20,"Economics",70.5,2.7,3.14,8,6,3.11
"Male",23,"Economics",94.3,2.1,2.67,5.6,11,2.86
"Male",19,"Mathematics",74.9,8,3.85,7.3,10,3.91
"Male",20,"Engineering",98.3,2.1,3.91,8.8,3,4
"Male",24,"Psychology",100,4.9,3.45,9.3,12,3.74
"Female",22,"Economics",96.7,5,3.88,6.2,9,4
"Male",21,"Computer Science",81.8,6.5,3.18,4.6,9,3.62
"Female",23,"Economics",87.1,1.9,3.48,5.9,4,3.76
"Female",19,"Engineering",62.1,2.3,3.71,8.2,11,3.38
"Female",18,"Business",83,2.7,3.1,5.9,9,3.28
"Female",24,"Business",72.1,2.4,3.14,8.6,10,2.82
"Female",18,"Economics",95.4,6.3,3.57,5.9,8,4
"Male",20,"Economics",100,5,3.42,6.2,11,3.68
"Male",21,"Psychology",92.5,5.4,2.72,6.7,6,2.96
"Male",18,"Economics",55.1,1.3,2.01,8.4,8,1.67
"Female",20,"Engineering",79.6,4.5,3.01,4.6,6,2.96
"Female",22,"Economics",86.8,8.7,2.05,7.4,9,2.47
"Male",20,"Mathematics",86.3,12,2.6,7.4,7,3.41
"Female",24,"Engineering",74,3,2.66,5.5,6,2.64
"Male",20,"Psychology",88.7,6.6,2.82,7.5,5,3.33
"Female",24,"Mathematics",66.4,2.4,3.51,6.7,6,3.41
"Male",20,"Mathematics",70.8,1.4,3.62,5.3,4,3.41
"Male",19,"Business",94.7,1.5,3.35,6.9,7,3.76
"Male",20,"Engineering",69.8,8.1,3.42,5.4,11,3.59
"Male",23,"Mathematics",93.1,3.1,3.43,6,6,3.69
"Male",20,"Psychology",64.5,2.7,1.85,8.3,6,1.82
"Male",19,"Business",100,6.1,3.11,6.5,12,3.4
"Female",19,"Mathematics",73.4,1.7,2.2,8.3,3,1.95
"Male",22,"Engineering",81.6,5.3,3.35,6.8,8,3.66
"Male",24,"Business",90,3.5,2.05,5.6,8,2.35
"Female",21,"Engineering",76.5,11.3,3.01,7.7,7,3.47
"Female",18,"Engineering",87.2,3.1,3.37,7.8,7,3.78
"Male",18,"Engineering",93.6,3.7,2.54,5.2,7,2.75
"Male",20,"Business",99.4,1.4,3.58,8.7,13,3.57
"Male",22,"Mathematics",96.9,12.3,3.35,9.3,11,3.89
"Male",20,"Economics",82.4,3.2,3.29,7.9,11,3.76
"Female",18,"Computer Science",82.8,9.9,3.45,7.1,4,3.92
"Male",24,"Mathematics",100,1.1,2.92,10,7,3.06
"Male",24,"Business",99.2,4.7,3.18,7.8,9,3.46
"Female",24,"Computer Science",71.2,11.6,3.11,7.3,10,3.43
"Male",19,"Computer Science",86.5,2.7,3.09,9.5,5,3.11
"Female",21,"Computer Science",80,4.5,2.76,9.4,10,3.23
"Male",22,"Economics",83,8.2,2.48,4.8,10,2.76
"Female",19,"Psychology",66.6,3.2,2.93,6.2,11,2.8
"Male",21,"Business",78.8,1.4,2.9,7.9,10,2.77
"Female",22,"Economics",100,2.9,2.73,8.8,3,2.91
"Female",22,"Economics",93.7,4.8,3.53,5.3,4,4
"Male",18,"Psychology",47.6,4.7,2.51,8.4,1,2.09
"Female",19,"Computer Science",100,5.9,3.01,6.4,8,3.54
"Female",22,"Psychology",100,2.3,3.68,8.1,17,3.61
"Female",23,"Psychology",79.6,11.1,3.55,6.1,5,3.96
"Female",24,"Economics",95.8,2.3,3.71,4,7,3.78
"Female",22,"Business",72.1,4.2,2.8,4.3,6,2.62
"Male",21,"Engineering",77.9,4.9,3.49,5.3,8,3.36
"Male",18,"Psychology",100,4.6,2.57,6.1,9,2.89
"Female",20,"Psychology",80.9,1.9,2.96,7,7,3.06
"Male",24,"Computer Science",57,8.3,3.01,6.2,8,3.17
"Female",18,"Computer Science",84.1,2.8,2.81,6.9,10,3.08
"Female",20,"Economics",83.8,5.1,2.92,6.3,7,3.34
"Male",19,"Computer Science",100,4.5,2.85,7,12,3.27
"Male",19,"Mathematics",85.2,4.5,2.61,8.4,9,2.76
"Female",22,"Psychology",78.7,1.3,3.53,7,8,3.44
"Male",23,"Computer Science",100,2.7,3.01,7.8,9,3.12
"Female",19,"Business",86.8,5.1,3.2,8.1,4,3.69
"Male",22,"Mathematics",73.7,1.4,3.18,6.8,9,3.09
"Female",24,"Economics",100,3.5,3.13,4.3,6,3.17
"Male",18,"Engineering",87.9,4.3,3.15,7.4,9,3.55
"Female",19,"Psychology",85,5.8,2.95,6,10,3.23
"Male",18,"Psychology",87.7,4.2,3.81,8.3,11,4
"Female",18,"Business",68.9,3.6,3.48,9,7,3.59
"Male",23,"Engineering",77.1,4.6,3.11,6.6,9,3.36
"Female",19,"Engineering",85.1,3.4,2.88,7.2,4,3.17
"Female",18,"Economics",82.1,2.2,3.04,8,3,3.39
"Male",23,"Economics",100,2.9,3.31,5.8,8,3.37
"Male",23,"Mathematics",88.3,5,3.85,7,9,4
"Male",19,"Psychology",97.8,3.6,2.41,4.7,8,2.77
"Female",23,"Computer Science",85.1,14,3.43,8.6,10,4
"Female",19,"Economics",100,1.8,3.66,9.5,7,3.96
"Male",19,"Business",91,5,2.36,7.1,4,2.93
"Male",20,"Business",85.2,5.4,3.01,5.9,7,3.27
"Male",18,"Business",84.8,4.2,2.57,7.4,10,2.86
"Female",21,"Economics",70.7,3.3,3.32,5.1,10,3.21
"Male",19,"Economics",92.6,3.9,2.92,6.3,8,3.33
"Female",18,"Business",84.4,4,3.03,6.4,8,3.18
"Male",24,"Economics",77.5,9.3,2.89,6.2,7,3.22
"Female",23,"Computer Science",100,1.1,3.46,7.3,6,3.47
"Male",22,"Computer Science",66.2,2.2,3.21,7.7,9,3.15
"Male",19,"Mathematics",78.7,4.6,3.22,7,15,3.13
"Female",23,"Psychology",100,7.2,3.18,8.4,10,3.61
"Female",23,"Computer Science",89.7,2.3,3.39,7.6,11,3.58
"Female",23,"Mathematics",84.3,1.9,2.97,6.3,8,3.21
"Male",23,"Engineering",88.8,3.7,3.95,6.8,5,4
"Male",23,"Psychology",87.7,2.2,2.48,6.9,7,2.68
"Female",19,"Computer Science",62.3,3.7,2.24,6.4,8,2.36
"Female",24,"Engineering",79.8,2.2,2.2,7.8,8,2.23
"Male",21,"Mathematics",100,5.8,2.06,4,11,2.55
"Male",20,"Computer Science",75.1,2.3,3.44,7,4,3.34
"Male",23,"Computer Science",80.2,1.2,3.38,7.5,8,3.41
"Female",23,"Economics",76.9,5.8,3.7,7.9,9,4
"Male",20,"Engineering",83.7,4,2.57,8.7,5,2.76
"Male",24,"Computer Science",76.3,3.1,3.47,6.8,8,3.35
"Male",24,"Business",92.3,3.1,3.13,8.2,8,3.5
"Male",19,"Economics",88,4.3,3.18,7.9,7,3.42
"Male",18,"Economics",96.6,1.9,3.41,7.4,9,3.67
"Male",22,"Computer Science",69.2,1.5,2.72,4.9,8,2.65
"Male",22,"Economics",79.9,2.3,4,8.6,11,3.96
"Female",18,"Psychology",81.6,3.3,3.77,7.1,4,3.9
"Male",19,"Engineering",91.8,2.2,2.83,6.6,9,2.97
"Male",22,"Psychology",73.1,9.2,2.55,5.3,8,2.92
"Female",24,"Mathematics",98.7,2.3,3.06,4,4,3.25
"Female",20,"Psychology",100,4.1,3.19,9.9,10,3.52
"Male",18,"Business",70.2,5.2,3.63,7.5,5,3.7
"Male",24,"Economics",77.6,7.7,2.52,5.3,7,2.75
"Male",21,"Economics",77,10.1,3.24,5.1,10,3.41
"Female",19,"Business",100,12.2,2.34,6.6,6,2.99
"Female",18,"Economics",78.6,7.5,3.32,8.2,4,3.64
"Female",22,"Psychology",100,6.8,3.05,7.9,6,3.4
"Female",19,"Mathematics",66,2,4,8,11,4
"Female",20,"Computer Science",70.2,5.4,2.33,5.7,11,2.52
"Male",19,"Business",74.7,3.4,3.79,6.7,11,3.9
"Male",19,"Psychology",72.3,3.4,2.25,7.2,9,2.3
"Female",20,"Psychology",81,3.1,2.44,6.9,8,2.55
"Female",23,"Psychology",74.4,2,2.26,7.8,10,2.26
"Male",20,"Computer Science",72.7,2.8,3.23,9.4,6,3.23
"Female",24,"Engineering",100,2.2,2.51,7.3,5,2.86
"Male",19,"Economics",100,1.1,2.43,6.1,11,2.5
"Male",20,"Economics",99.2,8.3,3.2,4.8,8,3.68
"Male",23,"Mathematics",92.9,4,3.33,7.3,8,3.7
"Male",24,"Engineering",86.4,4.1,3.12,6,8,3.54
"Female",18,"Economics",77.5,3.8,3.02,7.6,9,3.19
"Male",20,"Mathematics",70.7,7.1,4,7.5,7,4
"Female",20,"Mathematics",90.4,4.4,3.17,9.3,4,3.3
"Female",19,"Psychology",67.4,8.5,3.5,7.3,7,3.58
"Female",24,"Business",70.1,5.7,3.17,7.7,9,3.16
"Male",18,"Psychology",100,2.5,2.55,6,5,2.64
"Male",21,"Computer Science",100,7.8,3.37,4.9,9,3.78
"Male",21,"Economics",90.9,4.8,2.77,8.6,6,2.97
"Female",22,"Mathematics",100,3.8,3.05,8.8,12,3.09
"Female",20,"Business",81.3,6.7,3.25,6.5,5,3.57
"Male",20,"Economics",64.9,4.1,2.13,4.1,9,2.04
"Female",18,"Mathematics",94.2,6,2.3,9,2,2.83
"Male",23,"Mathematics",93.5,1.8,3.55,8.8,11,3.89
"Female",21,"Psychology",86.1,4.1,2.77,6.8,8,2.95
"Male",22,"Business",81.4,2.6,2.79,8.6,10,3.1
"Female",18,"Business",99.4,12,3.18,6.9,11,3.92
"Male",20,"Economics",70.2,8.2,2.91,7.3,8,3.22
"Female",21,"Mathematics",73.4,4.5,3.31,4.6,11,3.29
"Female",24,"Business",69.9,7.8,3.07,8.8,9,3.38
"Female",22,"Business",86.3,2.6,3.2,4.4,8,3.37
"Male",19,"Economics",68.7,3,2.75,9.6,11,2.52
"Male",21,"Psychology",74.7,0.9,3.2,9.7,7,3.11
"Male",22,"Engineering",74.4,5.8,3.65,4,8,3.7
"Male",18,"Computer Science",81.1,0.8,2.82,9.3,8,2.76
"Male",19,"Engineering",62.7,2.8,3.56,6.6,14,3.53
"Female",22,"Business",86.3,1.7,3.07,7.6,7,3.38
"Female",22,"Mathematics",100,7,3.47,4.9,8,3.79
"Male",20,"Computer Science",87,11.3,3.16,6.5,7,4
"Male",23,"Computer Science",100,6.4,3.08,5.2,10,3.59
"Male",21,"Mathematics",100,5.7,3.27,5.8,8,3.63
"Female",20,"Computer Science",96.7,4.6,3.71,8.8,5,3.81
"Male",24,"Mathematics",86.1,4.3,3.22,8.5,4,3.52
"Female",19,"Computer Science",85.3,2.3,3.34,8.2,4,3.47
"Male",23,"Economics",96.5,1.3,2.92,6.2,11,3.22
"Female",22,"Economics",79.1,4.3,3.89,6,8,3.86
"Female",20,"Engineering",56.8,4.9,3.42,4.5,7,3.16
"Male",23,"Computer Science",92.4,4.9,3.14,8,6,3.56
"Female",24,"Psychology",68,5.3,3.04,9.9,4,3.07
"Male",21,"Mathematics",70.6,6.1,3.59,9.2,4,3.49
"Female",24,"Computer Science",85,4.2,2.8,7,9,3.16
"Male",19,"Economics",83.6,2.2,2.21,7.7,10,2.49
"Female",18,"Economics",63.8,5.2,3.14,7.4,7,3.42
"Female",20,"Mathematics",87.5,5.9,3.7,8.4,9,4
"Female",19,"Psychology",99.5,3.3,3.9,9.6,12,4
"Female",18,"Computer Science",68.1,5.9,3.05,6.1,8,3.22
"Male",20,"Computer Science",100,4.3,3.12,6.2,12,3.36
"Male",19,"Psychology",61.6,2,3.36,6.6,14,3.18
"Male",24,"Psychology",100,13.5,2.97,7,9,3.89
"Male",19,"Psychology",78.8,3.2,3.36,8.1,8,3.28
"Female",23,"Economics",87.2,2.1,3.06,6.9,5,3.47
"Male",24,"Mathematics",56.6,2.6,3.61,5.7,6,3.35
"Female",20,"Psychology",84.1,0.6,3.46,5.7,7,3.46
"Female",19,"Mathematics",88.4,3.4,3.51,5.2,10,3.57
"Female",22,"Engineering",83.7,8.4,3,6.8,5,3.51
"Male",20,"Computer Science",76.6,4.5,4,8.6,6,3.8
"Female",19,"Computer Science",70.8,2.4,3.34,7.6,10,3.42
"Female",23,"Business",100,3.9,3.22,7.8,6,3.42
"Male",18,"Engineering",85.5,0.9,2.72,5.4,6,2.96
"Female",18,"Psychology",100,3.9,3.05,5.2,2,3.26
"Female",22,"Psychology",77.1,3.3,3.16,7.3,8,3.09
"Male",20,"Economics",78.5,6.8,2.71,8.9,8,2.8
"Male",23,"Engineering",97.2,4.9,2.95,8.3,8,3.29
"Male",19,"Psychology",60.7,2.1,3.02,6,11,3.06
"Male",19,"Business",66.8,6.7,3.13,10,8,3.15
"Male",18,"Mathematics",100,8,2.22,4,7,2.86
"Male",23,"Computer Science",67.4,5,3.03,7,6,3.1
"Male",24,"Engineering",57.7,3.5,2.91,7.2,7,2.77
"Male",22,"Computer Science",100,2.9,3.09,6.7,11,3.2
"Female",18,"Mathematics",64.1,9.5,3.62,7.8,9,4
"Male",18,"Engineering",87.8,4.8,4,6.7,7,4
"Female",22,"Mathematics",86,4.2,3.44,4.8,4,3.76
"Male",20,"Psychology",42.8,1.8,2.48,6.9,6,2.07
"Male",19,"Psychology",81,2.3,2.93,7.2,15,3.21
"Male",20,"Psychology",91.7,1.5,3.4,8.4,15,3.7
"Male",23,"Mathematics",90.3,3.5,3.34,9.1,5,3.52
"Male",24,"Mathematics",98.6,2.8,3.59,5.7,12,3.62
"Female",21,"Mathematics",79.2,4.4,3.05,9.5,11,3.11
"Male",21,"Computer Science",95.7,7.4,2.92,6.4,7,3.44
"Female",21,"Mathematics",74.7,5.9,3.98,6.2,8,4
"Female",22,"Psychology",63.8,6.6,3.13,6.4,6,3.42
"Male",18,"Business",65.5,7.3,2.59,4.1,11,2.73
"Male",24,"Mathematics",63.1,2.4,3.84,6.4,6,3.86
"Female",20,"Business",100,3.1,2.35,9,10,2.73
"Male",19,"Psychology",62.3,2.8,1.35,7.7,8,1.16
"Male",21,"Mathematics",89.1,6.1,3.48,7.3,8,3.84
"Female",20,"Computer Science",81,1.8,3.56,7.5,10,3.96
"Male",21,"Computer Science",83.5,8.6,3.31,8.9,11,3.91
"Female",24,"Business",100,3,2.45,5.7,9,2.53
"Female",21,"Economics",78.4,1.9,3.07,8.4,8,2.78
"Male",19,"Computer Science",94.2,3.1,2.96,7.1,8,3.4
"Male",23,"Computer Science",85.6,3.3,2.83,5.8,8,3.07
"Male",23,"Computer Science",82.7,3.5,3.81,7.7,11,4
"Male",24,"Psychology",100,3.6,2.58,7.1,6,3.08
"Male",23,"Computer Science",63.4,7.3,3.26,5.8,11,3.2
"Female",22,"Engineering",100,4.8,3.7,5.4,3,4
"Male",18,"Mathematics",94.8,1.8,3.29,6.3,17,3.32
"Male",22,"Computer Science",77.8,3.2,3.72,6.2,9,3.86
"Female",20,"Economics",100,2.8,3.38,8.8,13,3.62
"Female",22,"Economics",57.3,4.1,3.31,6.7,8,2.99
"Female",20,"Computer Science",77.2,3.8,3.28,6.4,7,3.36
"Male",20,"Computer Science",66.9,10.1,3.41,8.7,4,3.67
"Female",18,"Engineering",91.2,6.6,2.91,9,4,3.46
"Male",19,"Computer Science",68.3,5.6,2.45,5.8,11,2.5
"Male",24,"Computer Science",91.5,0.8,3.58,5.1,11,3.48
"Male",18,"Mathematics",82.2,6.4,3.68,7.8,6,4
"Female",24,"Economics",77.8,1.1,3.23,6.7,7,2.96
"Male",23,"Engineering",90.8,3,2.83,6.2,9,3.31
"Male",23,"Economics",81,3.2,2.32,8.6,5,2.52
"Male",22,"Engineering",68.7,7.1,3.14,6.6,10,3.53
"Male",20,"Economics",100,2.1,2.43,9.9,6,2.4
"Female",21,"Computer Science",77.7,3.6,2.36,7.1,5,2.4
"Female",21,"Economics",51.7,1.6,3.09,7.2,8,2.61
"Female",24,"Economics",72.4,5.3,2.72,10,8,2.79
"Male",20,"Engineering",66,3,3.27,7.5,11,3.27
"Male",24,"Business",97.4,4.4,3.02,5.9,11,3.32
"Male",18,"Engineering",89.8,0.5,2.8,5.5,10,2.82
"Male",19,"Engineering",91,1.9,2.25,6.3,10,2.32
"Male",18,"Engineering",79.4,4.5,2.67,7.4,4,2.59
"Female",20,"Psychology",80.8,5.8,2.69,8.4,6,3.17
"Male",20,"Psychology",79.4,8.7,2.49,4.7,9,2.76
"Male",19,"Psychology",83.8,8,2.94,7,9,3.6
"Male",24,"Engineering",97.5,2.7,2.53,8.9,10,2.56
"Male",22,"Business",90,4.3,3.02,7.4,7,3.2
"Male",22,"Engineering",92.5,6.1,3.22,9,7,3.38
"Female",19,"Computer Science",92.5,4.8,2.69,4.7,11,2.99
"Female",22,"Business",98.3,3.2,3.31,6.7,12,3.62
"Female",21,"Psychology",89.3,4.5,2.42,7.2,7,2.64
"Male",22,"Economics",90.4,8.3,2.54,7.8,5,3.04
"Male",22,"Economics",100,3.9,3.04,5.7,6,3.3
"Male",22,"Mathematics",75,5.4,3.44,7.6,12,3.63
"Male",21,"Business",72.2,4.6,3.53,7.7,8,3.73
"Female",24,"Psychology",67.2,2.6,3.91,6.9,9,3.95
"Male",22,"Business",87.7,7.1,2.91,7.7,13,3.23
"Male",23,"Business",57.2,4,3.04,7.5,11,2.82
"Male",21,"Economics",91.9,3.2,2.58,6,5,2.73
"Male",19,"Engineering",83.4,4.6,2.47,6.8,6,2.88
"Female",18,"Computer Science",100,7.5,3.21,5.1,10,3.59
"Male",19,"Mathematics",74.9,4.4,2.71,4.8,10,2.59
"Male",18,"Psychology",82,4.4,3.72,7.4,10,4
"Male",19,"Business",100,5.3,2.37,4.2,13,2.64
"Male",23,"Mathematics",100,6,3.34,6.6,7,3.92
"Female",18,"Business",74.8,3.4,2.6,7.6,10,2.51
"Female",18,"Economics",87.7,3.7,2.69,7,11,2.88
"Female",20,"Computer Science",89.4,3.3,3.37,10,5,3.72
"Female",18,"Economics",90.6,5.3,2.76,7.6,8,3.07
"Male",18,"Mathematics",81.1,4,2.84,6.6,9,3
"Female",20,"Psychology",100,4.1,2.69,7.9,5,3
